guid	text_a	most-value	in-decrease	speci	cmp	more-less	trend
15115-1	某产业建厂的几个预选地点与成本分析表，据表回答题如果该公司吸引了外商投资，在丙地适宜发展的工业部门有①服装公司②软件开发公司③有色金属冶炼厂④移动通信器材厂普通制鞋厂	1	0	0	1	0	0
15150-0	研究表明，青藏高原对流层厚度随时问变化示意青藏高原上空对流层项各月多年平均的气压值变化，据此完成下面小题。青藏高原地区对流层顶高度上升幅度摄大的时段是	0	1	0	0	0	0
15150-1	研究表明，青藏高原对流层厚度随时问变化示意青藏高原上空对流层项各月多年平均的气压值变化，据此完成下面小题。青藏高原夏季对流层顶气压最低，主要原因是该季节	0	0	0	0	1	0
15153-0	右表为我国三个地区甲乙丙三河各月流量资料立方米/秒）。据此问题。甲乙丙三条河流所在地区依次为	1	0	0	1	0	0
15153-1	右表为我国三个地区甲乙丙三河各月流量资料立方米/秒）。据此问题。乙河12月份断流的主要原因是	0	0	1	0	0	0
15165-0	中国日本和韩国人口负担系数百年比较注：人口负担系数：（14岁及以下人口数65岁及以上人口数）／（15-64岁人口数）×100％]，下面小题。国际上一般把人口负担系数≤50称为人口机会窗口期。据图，中国人口机会窗口达到顶点的时间为	1	0	0	0	0	0
15165-1	中国日本和韩国人口负担系数百年比较注：人口负担系数：（14岁及以下人口数65岁及以上人口数）／（15-64岁人口数）×100％]，下面小题。据图可知，日本人口机会窗口期约为	0	0	1	0	0	0
15166-0	城市热岛强度是指城市中心区温度减去城市郊区温度所得数值。为北京市热岛强度的季节和日变化示意图，完成下面小题。一年中，北京热岛强度	0	0	0	1	0	0
15180-0	所谓人口红利是指一个国家的劳动年龄人口15-59岁占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件。表示美国日本印度中国四国劳动年龄人口数量，完成下列各题。图中甲乙丙丁分别是	0	0	0	1	0	1
15284-0	中国和法国城市化进程图，完成下题1979年以来，中国城市化速度加快的主要原因是	0	1	0	0	1	0
15284-1	中国和法国城市化进程图，完成下题与中国相比，法国城市化进程的特点是	0	1	0	1	0	0
15324-0	2018卷Ⅰ）户籍人口是指依法在某地公安户籍管理机关登记了户口在人口，常住人口是指实际居住在某地一定时间半年以上的人口，图1示意近十年来我国某直辖市户籍人口与常住人口的数量变化，据此完成小题。根据图示资料推测，近十年来该直辖市	0	1	0	0	0	1
15324-1	2018卷Ⅰ）户籍人口是指依法在某地公安户籍管理机关登记了户口在人口，常住人口是指实际居住在某地一定时间半年以上的人口，图1示意近十年来我国某直辖市户籍人口与常住人口的数量变化，据此完成小题。该直辖市是	0	1	1	0	0	1
15366-0	如图是某城市不同时期人口密度空间变化图并结合所学知识，完成下题若甲乙丙代表该城市发展的三个阶段，则其发展的顺序是	0	0	0	1	0	1
15366-1	如图是某城市不同时期人口密度空间变化图并结合所学知识，完成下题该城市在此发展过程中出现的现象是	0	0	0	1	0	1
15387-0	为江苏省十一五”“十二五期间城市人口和总人口变化示意图。，完成下列各题。图示时期，江苏省	0	1	1	0	0	0
15422-0	雾霾的主要成因是PM25的排放，即大气中直径小于或等于25微米的颗粒物，也称可入肺颗粒物。为天津市某年四季PM25平均日变化分布图。下面小题。代表冬季的曲线是	0	0	0	1	0	0
15422-1	雾霾的主要成因是PM25的排放，即大气中直径小于或等于25微米的颗粒物，也称可入肺颗粒物。为天津市某年四季PM25平均日变化分布图。下面小题。各个季节早晨7至9时左右均出现峰值，主要是	1	0	0	0	1	0
15423-0	为我国六次人口普查统计图。，下列各题。我国人口增长速度最快的时段是	0	1	0	0	0	0
15423-1	为我国六次人口普查统计图。，下列各题。图中反映出，目前我国人口面临的主要问题是	0	0	1	0	0	0
15425-0	为我国某河流某水文站多年平均径流量图。，下列各题。该河流可能位于我国	1	0	0	0	1	0
15425-1	为我国某河流某水文站多年平均径流量图。，下列各题。该河流的补给水源主要为	1	0	0	0	1	0
15439-0	该表是XY地全年降水量实际蒸发量和可能蒸发量各月数据表，完成Y地气候类型，最可能是	0	0	0	0	1	0
15439-1	该表是XY地全年降水量实际蒸发量和可能蒸发量各月数据表，完成X地最可能分布在	0	0	0	1	0	0
15470-0	某大城市居民出行时间分布比例变化图完成下面小题。人员出行与图中曲线最相符的城市功能区是	0	0	0	0	1	0
15470-1	某大城市居民出行时间分布比例变化图完成下面小题。与2000年相比，2012年甲时段出行比例下降的主要原因是	0	0	0	1	0	0
15471-0	我国某市1980年至2012年间城镇化进程中市区人口城镇化水平与建成区面积变化相对上一年示意图，完成下列问题。1980-2012年间，该城镇①城市总面积逐年增加②城镇化水平有的年份升高，有的年份下降③市区人口基本没有变化④建成区面积与市区人口都有增加的趋势	0	0	1	0	0	1
15471-1	我国某市1980年至2012年间城镇化进程中市区人口城镇化水平与建成区面积变化相对上一年示意图，完成下列问题。该市城镇化进程中不可能出现的现象是	0	0	1	0	0	1
15499-0	图为某地某日一次强台风过程的风速逐时变化图并根据所学知识，完成下题在15-17时该地出现的天气现象是	1	0	0	0	1	0
15516-0	老年抚养比为65岁含65岁以上老年人口与15-64岁劳动人口之比，如图示意中国与印度历年老年抚养比变化情况含预测）。据此完成问题。图中信息显示	0	1	0	1	0	0
15516-1	老年抚养比为65岁含65岁以上老年人口与15-64岁劳动人口之比，如图示意中国与印度历年老年抚养比变化情况含预测）。据此完成问题。印度老年抚养比低于中国的主要原因是	0	0	0	1	0	0
15571-0	全面二孩政策自2016年1月1日起施行，这是继单独二孩政策，之后的有一次人口政策调整，为放开二孩政策前后2010-2030年中国人口总量变化趋势对比。据此完成下列问题。全面放开二孩后人口增长速度最快的时间段是	0	1	0	0	0	0
15575-0	近年来，大城市城区交通拥堵日趋严重。我国直辖市机动车辆数和主城区道路里程表，下列问题。据表推测，堵车最严重的城市是	1	0	0	0	0	0
15589-0	我国第五次人口普查时江苏省某市迁入人口年龄及性别统计表据此下列各题该市迁入的人口特征有①男性人口多于女性人口②人口迁移主要受经济因素影响③以青壮年人口为主④与该市原有人口年龄构成相似	1	0	0	1	0	0
15928-0	门到门旅行时间是指旅客从出发地到目的地的总旅行时间，除了旅途时间外，还包括往交通站点路途用时以及等候的时间。为高铁和甲运输方式在不同的旅行距离与门到门旅行时间的关系图，下列各题甲运输方式应该是	0	0	0	1	0	0
15928-1	门到门旅行时间是指旅客从出发地到目的地的总旅行时间，除了旅途时间外，还包括往交通站点路途用时以及等候的时间。为高铁和甲运输方式在不同的旅行距离与门到门旅行时间的关系图，下列各题图中两种运输方式竞争最激烈的旅行距离是	0	0	0	1	0	0
15958-0	人口机械增长率是指某地某时段内迁入与迁出人口数的差值与总人口之比。为上海市人口自然增长率和机械增长率变化图。，完成下列各题。上海市人口数量最多的年份是	0	0	1	0	0	0
15958-1	人口机械增长率是指某地某时段内迁入与迁出人口数的差值与总人口之比。为上海市人口自然增长率和机械增长率变化图。，完成下列各题。该市2010年后机械增长率下降的原因最可能是	0	1	0	0	0	0
16183-0	为北半球亚热带同纬度大陆东西两岸沿海两地年降水量逐月累计曲线图”。问题。①地区降水	0	1	0	0	0	0
16183-1	为北半球亚热带同纬度大陆东西两岸沿海两地年降水量逐月累计曲线图”。问题。②地区利用当地典型农产品，可发展	0	1	0	0	0	0
16223-0	是某国1960-2010年人口出生率和死亡率变化图，，完成下列各题。目前，该国面临的主要人口问题是	0	0	0	1	1	0
16223-1	是某国1960-2010年人口出生率和死亡率变化图，，完成下列各题。该国人口数量减少的时间段大约是	0	0	0	1	0	0
16300-0	南京市2017年3月5-12日天气信息统计表”。，下面小题。与3月5日相比，有关3月9日的说法，不可信的是	0	0	1	0	0	1
16312-0	南京市某民居正南朝向窗户正午时阳光照射在室内地面上的面积统计表”。表材料，下面小题。若某日该民居室内正午光照面积达一年中最大值，则	1	0	0	0	0	1
16365-0	一个国家的劳动年龄人口占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件，即出现人口红利”。反之，可能出现人口负债”。抚养比是指少儿人口0-14岁及老年人口65岁及以上之和与劳动年龄人口15-64岁之比，就业比是指劳动年龄人口与总人口之比。，问题。婴儿潮指的是在某一时期及特定地区，出生率较高的现象，下列年份中婴儿潮较明显的是	0	0	0	0	1	0
16365-1	一个国家的劳动年龄人口占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件，即出现人口红利”。反之，可能出现人口负债”。抚养比是指少儿人口0-14岁及老年人口65岁及以上之和与劳动年龄人口15-64岁之比，就业比是指劳动年龄人口与总人口之比。，问题。关于上图信息说法正确的是	0	1	0	0	1	0
16378-0	人口红利是指一个国家的劳动年龄人口占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件，人口红利拐点显现往往是人口红利消失的前兆，2012年我国劳动年龄人口在相当长时期里第一次出现了绝对下降。为亚洲四个国家不同时期劳动年龄人口占总人口比重示意图。结合材料完成下列各题。图中甲乙丙丁所代表的国家分别是	1	0	0	0	0	0
16454-0	自全国放开单独二孩政策两年来，从政策效果看，远低于预期，为促进人口均衡发展，应对可能出现的人口问题，2016年启动全面实施一对夫妇可生育两个孩子政策。示意我国1960-2045年每五年劳动人口增长率变化含预测）,完成问题。根据图示我国劳动人口数量最多的年份是	0	0	1	0	0	0
16561-0	抚养比是指非劳动力人口数与劳动力人口数之间的比率。老年抚养比=(65岁以上人口数/15-64岁人口数)×100%；少年抚养比=(0-14岁少年儿童人口数∕15-64岁人口数)×100%。“人口红利期是指随着生育率的下降和总人口中劳动适龄人口比重的上升，形成了一个劳动力资源相对丰富人口抚养负担相对较轻的时期。图为我国不同年龄段人口比例随时间变化图，完成下列各题。在最大人口红利期，老年抚养比少年抚养比大约是	1	0	1	0	0	0
16820-0	抚养比是指人口中非劳动年龄人口数与劳动年龄人口数之比。当总抚养比小于等于50%时称为人口红利期。示意福建省2000-2010年抚养比变化。，下列各题。福建省开始进入人口红利期的时间是	0	0	1	0	0	0
16820-1	抚养比是指人口中非劳动年龄人口数与劳动年龄人口数之比。当总抚养比小于等于50%时称为人口红利期。示意福建省2000-2010年抚养比变化。，下列各题。据材料可以推断，福建省	0	1	0	0	0	0
16835-0	种植类型多样性指数可以衡量区域农业发展过程中种植结构的变化，数值越大，农作物的多样性越强。老挝地处中南半岛北部，属于热带季风气候。该国以稻谷种植为主，是典型的传统农业国。示意图1975-2015年种植类型多样性指数的变化，据此完成下面小题。2005年以来，影响老挝种植类型多样性指数变化的主要因素是	0	0	0	0	0	1
16844-0	某城市是环形放射状道路，回答题。图中能正确表示城市从市中心到外缘地租水平变化趋势的曲线是	0	0	0	0	0	1
16846-0	为相同降水量下的城市化前后地表径流过程曲线图。，下列各题。关于甲乙两条曲线的叙述，正确的是①甲曲线代表城市化前的地表径流②乙过程有利于地下水的补给③甲的长期后果可能造成城市水荒④乙过程下渗量小于甲过程	1	0	0	1	0	0
16846-1	为相同降水量下的城市化前后地表径流过程曲线图。，下列各题。甲曲线最大值提前于乙曲线最大值的主要原因是	1	0	0	1	0	0
16923-0	北京市2015年11月天气状况表，完成下列各题。注：霾是指大气中大量烟尘等微粒悬浮而形成的浑浊现象。霾日时，能见度变差，主要是因为	0	0	1	0	0	0
17029-0	为山东省1953-2010年面积-人口洛伦兹曲线，图中曲线越接近绝对均衡线说明人口分布越均衡。据此以下问题。山东省1953年以来，人口分布状况是	0	0	0	1	0	0
17029-1	为山东省1953-2010年面积-人口洛伦兹曲线，图中曲线越接近绝对均衡线说明人口分布越均衡。据此以下问题。引起山东省1953年以来人口分布变化的主要因素	0	0	0	1	0	0
17043-0	世界主要小麦生产国产量变化图。据此问题。本世纪以来，导致中国小麦年产量持续下降的原因最可能是	0	1	0	0	0	0
17043-1	世界主要小麦生产国产量变化图。据此问题。美国小麦年产量一直比加拿大高的主要原因是	0	0	0	1	0	0
17090-0	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量/流出量)。2013年我国某水库各月水量盈余率统计图完成下列问题。该水库储水量最大的时期是	0	0	1	0	0	0
17090-1	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量/流出量)。2013年我国某水库各月水量盈余率统计图完成下列问题。该水库最有可能位于	0	0	1	0	0	0
17127-0	复种指数是指一定时期内一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。为我国某地区复种指数变化统计。据此完成下列各题。图示省份可能是	0	0	1	0	0	0
17127-1	复种指数是指一定时期内一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。为我国某地区复种指数变化统计。据此完成下列各题。导致该地图示时间内复种指数下降的主要原因是	0	1	0	0	0	0
17127-2	复种指数是指一定时期内一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。为我国某地区复种指数变化统计。据此完成下列各题。复种指数的降低带来	0	1	0	0	0	0
17280-0	我国某省2010-2014年人口数据表。人口的数量变化对农业工业都有非常重要的影响。该省是我国耕地面积大重工业比重大的省份。据此以下问题。该省最可能是	0	0	1	0	0	0
17280-1	我国某省2010-2014年人口数据表。人口的数量变化对农业工业都有非常重要的影响。该省是我国耕地面积大重工业比重大的省份。据此以下问题。影响该省常住人口总数变化的主要因素是	0	0	1	0	0	0
17280-2	我国某省2010-2014年人口数据表。人口的数量变化对农业工业都有非常重要的影响。该省是我国耕地面积大重工业比重大的省份。据此以下问题。针对表中所反映的现象，该省采取的措施不合理的是	0	1	0	0	0	0
17449-0	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成各题。该城市平均太阳辐射值最大的季节是	0	0	0	0	1	0
17449-1	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成各题。该城市各月平均太阳辐射值	0	0	1	0	0	0
17456-0	四川省成都市2015年人口普查数据表，下面小题。只考虑人口自然增长，该市的人口增长模式是	0	0	1	0	0	0
17652-0	表示的是改革开放以来全国及国内三大经济地带城市化水平的变化情况。完成下列问题。图中反映中部地带城市化水平变化情况的曲线是	0	0	0	1	0	0
17779-0	吉林省2016年2017年年末人口数及其构成表，完成下列各题。与2016年相比，吉林省2017年人口变化的原因可能有①人口死亡率高②人口出生率低③人口外迁量多④执行了全面二胎的人口政策	0	0	0	1	0	0
17825-0	为贵州和江苏2007-2016年城镇人口比重变化图”。，完成下列各题。与江苏相比，贵州城市化进程的特点表现为	0	0	0	1	0	0
17825-1	为贵州和江苏2007-2016年城镇人口比重变化图”。，完成下列各题。导致江苏贵州两省城市化水平差异的主要因素是	0	0	0	1	0	1
17848-0	是2010年以来我国生产要素价格与汇率变化折线图，据此完成下列各题。2010年以来生产成本明显上升的企业有	0	1	0	0	0	0
17923-0	川气东送被列为继三峡工程西气东输青藏铁路南水北调之后的中国第五大工程，该工程西起四川普光气田，东至上海市。表1为我国能源消费结构(%)表。据此回答题。关于我国能源消费结构的说法正确的是	0	1	0	1	0	1
17944-0	榨菜方便面火腿肠等是流动人口最为常见的消费品。为某上市公司生产的榨菜在两个分区销售份额占比的变化数据。据此下列各题。该销售份额占比的变化，能说明2011年后	0	1	0	0	0	0
17955-0	潜在支持比是15-64岁劳动年龄人口与65岁及以上老年人口的比值。为中国印度美国和日本四国人口潜在支持比变化图。下列各题。潜在支持比变化图代表中国的是	0	0	0	1	0	1
17955-1	潜在支持比是15-64岁劳动年龄人口与65岁及以上老年人口的比值。为中国印度美国和日本四国人口潜在支持比变化图。下列各题。下列叙述不正确的是	0	0	0	1	0	1
17985-0	人口负担系数一[（14岁及以下人口数65岁及以上人口数）／（15-64岁人口数）]×100%。当人口负担系数≤50%，则称为人口机会窗口期。是中国韩国和日本人口负担系数百年比较图，，完成下面小题。图中①②③曲线与其对应的国家，正确的是	0	0	1	1	0	0
17985-1	人口负担系数一[（14岁及以下人口数65岁及以上人口数）／（15-64岁人口数）]×100%。当人口负担系数≤50%，则称为人口机会窗口期。是中国韩国和日本人口负担系数百年比较图，，完成下面小题。据图可知，“人口机会窗口期一般为	0	0	1	1	0	0
18059-0	图为我国某省区三大产业产值比重与城市人口比重的变化图，其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成以下问题。下列省区中，与图示省区最相符的是	0	0	0	1	1	0
18059-1	图为我国某省区三大产业产值比重与城市人口比重的变化图，其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。完成以下问题。图中曲线变化反映出该省区的城市化发展特点是	0	1	0	0	0	0
18074-0	雾霾天气，是造成城市里大面积低能见度的情况。在早上或夜间相对湿度较大的时候，形成的是雾在白天气温上升湿度下降的时候，逐渐转化成霾。这种现象既有气象原因，也有污染排放原因。某城市一天中PM2.5变化图，下列各题。下列有关上图中PM2.5出现两个峰值的主要原因，最合理的是	1	0	0	0	1	0
18100-0	图8为我国某省2001-2013年工业产值比重及污染密集型行业和高新技术产业比重的变动趋势图”。小题。由图示信息可知	0	0	0	0	0	1
18241-0	我国某城市不同指标下适度人口和最大人口的测算结果。据此完成。根据的数据可推测，该城市	1	0	0	0	0	0
18257-0	是某城市1990年和2010年人口密度空间分布图。，问题。下列四地单位面积人口数量，2010年较1990年增长最大的是	0	0	0	1	0	0
18330-0	示意某月份海平面平均气压沿两条纬线的变化状况。，完成下列各题。该月份可能是	1	0	0	0	0	0
18330-1	示意某月份海平面平均气压沿两条纬线的变化状况。，完成下列各题。图示区域50°N的东西气压差大于30°N的，其主要影响因素是	1	0	0	1	0	0
18343-0	地表有效辐射是指地面辐射与地面吸收的大气逆辐射的差值，通常用地表有效辐射通量密度表示，通量密度越大，代表有效辐射越大。示意我国三个地区地表有效辐射通量密度的不同月份变化，据此下列问题。图中abc三地分别是	0	0	0	0	1	0
18377-0	完成问题。如图所示，地面温度与气温的关系是	0	0	0	1	0	1
18377-1	完成问题。地面温度与气温的关系，说明地理原理是	0	0	0	1	0	1
18454-0	我国环境与人口信息表，完成下面小题。表中代表我国环境人口容量的数据是	0	0	1	0	0	0
18615-0	在过去几十年间，世界城市规模变化显著。由1955年的只有两个城市人口过千万，到2015年有八个城市人口过2000万。表为1955年和2015年世界前十位最大城市。据此完成下题。关于世界最大城市变化及原因叙述止确的是	0	0	1	0	0	0
18693-0	为我国某省区夏季与冬季气温日变化平均状况示意图，下列各题。该省区主要气候类型为	1	0	0	0	1	0
18693-1	为我国某省区夏季与冬季气温日变化平均状况示意图，下列各题。与冬季相比，影响夏季气温日较差小的主要因素	1	0	0	0	1	0
18713-0	我国迁移人口和流动人口变化图），下列各题。关于我国迁移人口和流动人口的变化，说法正确的是	0	0	0	0	0	1
18741-0	某城市市区由中心城区和远城区构成，图14为该城市不同时段人口年均增长率变化图，下列各题。图示时期，该城市人口	0	0	1	0	0	0
18741-1	某城市市区由中心城区和远城区构成，图14为该城市不同时段人口年均增长率变化图，下列各题。图示人口变化表明该市	0	0	1	0	0	0
18756-0	中美两国每公斤纺纱成本价单位：美元对比表，完成下题。导致美国每公斤纺纱成本较低的因素有①劳动力价格②贸易壁垒③原料价格④优惠政策	0	0	0	1	0	0
18827-0	抚养比是指非劳动力人口数与劳动力人口数1564岁之间的比率。表1为江苏省人口数据统计表部分）。1，完成下列各题。2000-2015年，江苏省	0	1	0	0	0	1
18840-0	甲乙两地人口的抽样调查表”（每10000人中各年龄段人数及死亡率统计）。完成下列各题。下列说法与表格内容相符的是	0	0	0	1	0	0
18856-0	太阳辐射中被绿色植物用来进行光合作用的那部分能量称为光合有效辐射，简称PAR，它直接影响着植物的生长发育产量和产品质量。太湖地区太阳总辐射Q与PAR的多年月平均值变化曲线图，下面小题。太湖地区太阳总辐射Q与PAR的季节变化特点是	0	0	0	0	1	0
18856-1	太阳辐射中被绿色植物用来进行光合作用的那部分能量称为光合有效辐射，简称PAR，它直接影响着植物的生长发育产量和产品质量。太湖地区太阳总辐射Q与PAR的多年月平均值变化曲线图，下面小题。造成太湖地区太阳总辐射Q6月和8月差异的主要因素是	0	0	1	0	0	0
18861-0	植物进行光合作用时对太阳辐射的吸收和利用具有选择性，通常把绿色植物能进行光合作用的400-700mm波段能量称为光合有效辐射。表示我国某地某日光合有效辐射，完成下面小题。该日日期及天气状况可能是	1	1	1	0	0	0
18930-0	2013-2014年北京abc三种服药大气污染的各月污染指数变化情况示意图图中大气污染的浓度越高，污染指数越大，则空气质量越差）。下列各题。如果影响北京空气质量的污染物主要是下列选项的四种，则据图其首要污染物是	0	0	0	0	1	0
19011-0	2016年末东北三省的常住人口年变化率情況表，完成下面小題。2016年东北三省的常住人口	1	0	0	1	0	0
19011-1	2016年末东北三省的常住人口年变化率情況表，完成下面小題。东三省人口迁移的主要自然因素是	0	0	1	0	0	0
19014-0	中国正跑步进入老龄化社会，而且在人口老龄化过程中，很长一段时期内，表现出农村人口老龄化程度高于城市的特点，即城乡倒置现象。完成下列问题。图中2020年之前，我国人口老龄化现象的主要原因是	0	0	0	1	0	0
19014-1	中国正跑步进入老龄化社会，而且在人口老龄化过程中，很长一段时期内，表现出农村人口老龄化程度高于城市的特点，即城乡倒置现象。完成下列问题。为缓解我国目前人口老龄化的城乡倒置现象，下列措施可行的是	0	0	0	1	0	0
19026-0	民以食为天，粮以土为本。”近年来，保护性耕作法越来越受到人们的重视，它是指对耕地实行免耕或浅耕措施，并在粮食收割时，及时将作物秸秆粉碎后归还农田，或者将庄稼茬子留在田地过冬。某地实验前后冬春季节有关资料表。据表下面小题。实验结果反映了实行保护性耕作法能①保持土壤水分②增强土壤透气性③增加大气湿度④减少空气污染	0	0	0	1	0	0
19100-0	中国四个城市建成区面积平方公里的变化表，下列各题。依据表格信息四个城市中服务范围最大的是	1	0	0	1	0	0
19207-0	我国各气候区城市热岛效应强度以市区和郊区气温差表示表，下列问题。有关各气候区城市热岛效应的说法正确的是	0	0	0	1	0	0
19262-0	海南省某市某公共自行车租赁点在6月10日至6月14日期间不同时段停放车辆统计表，完成下面小题。有关租赁点的位置，正确的是	0	0	0	0	1	0
19449-0	据国家统计局2007年2月28日发布的中华人民共和国2006年国民经济和社会发展统计公报》，2006年末我国人口为131448万人，中国60岁及以上人口已超过1.49亿，人口增长趋势图下面小题。关于我国人口容量的说法最正确的是	1	0	0	0	0	1
19559-0	中国德国日本和印度四国的城市化水平变化过程图，完成下面小题。1980-2000年城市化发展最快的国家是	0	1	1	1	0	0
19559-1	中国德国日本和印度四国的城市化水平变化过程图，完成下面小题。现阶段以中国印度为代表的发展中国家在城市化过程中可能出现①城市热岛效应显著②城市交通拥挤严重③城市内涝严重④逆城市化现象突出	0	0	0	1	0	0
19565-0	2016年9月21日，中新网报道，联合国难民署发布最新统计报告，今年到目前，跨越地中海抵达欧洲沿岸的难民和移民人数已经超过30万人。是欧洲某国家近40年人口统计折线图，完成下列各题。该国家人口数量开始增加的时间是	0	0	1	0	0	0
19649-0	某年底我国四省区部分运输方式线路长度表单位：千米）。，完成下列各题。①②③④四个省区分别为	0	0	0	1	0	0
19686-0	总抚养比是指非劳动年龄人口与劳动年龄15-64岁人口之比，包括少儿抚养比和老年抚养比。示意2005-2015年我国少儿抚养比和老年抚养比的变化情况。据此完成下列各题。2015年我国总抚养比约为	0	0	1	0	0	0
19686-1	总抚养比是指非劳动年龄人口与劳动年龄15-64岁人口之比，包括少儿抚养比和老年抚养比。示意2005-2015年我国少儿抚养比和老年抚养比的变化情况。据此完成下列各题。为应对老年人口抚养比变化可能带来的问题应采取的措施有①推迟退休年龄②调整生育政策③鼓励青年人外出务工④提高消费水平	0	0	0	0	1	1
19735-0	总和生育率也称总生育率，是指某国家或地区的妇女在育龄期间，每个妇女平均生育的子女数。我国总和生育率变化曲线图数据未包括香港澳门台湾），下面小题。1970年以后，我国总和生育率总体呈下降趋势，导致这种变化的主要原因是	0	1	0	0	0	0
19735-1	总和生育率也称总生育率，是指某国家或地区的妇女在育龄期间，每个妇女平均生育的子女数。我国总和生育率变化曲线图数据未包括香港澳门台湾），下面小题。如果图中所示变化趋势持续下去，最可能出现的是	0	0	0	0	0	1
19746-0	四个国家在同一年度中的粮食作物生产的统计表。，下面小题。最可能是商品谷物生产国的是	0	0	0	1	1	0
19746-1	四个国家在同一年度中的粮食作物生产的统计表。，下面小题。与丙丁两国农业生产特征相似的是	0	0	0	1	1	0
19790-0	多数学者认为，未来地球环境人口容量在100亿左右。为世界总人口推算图”。，下列各题。按图推算，世界人口突破警戒值的时间大约在	0	0	1	0	0	0
19810-0	中国印度斯里兰卡印度尼西亚日本五国某种农作物的栽培面积和生产量表，下列各题。该种农作物是	0	0	1	0	0	0
19889-0	出生人口性别比，是每出生百名女婴相对的出生男婴数，联合国明确认定了出生性别比的通常值域为102-107之间，其他值域则被视为异常。我国部分年份出生人口性别比数据，完成小题。下列关于近些年我国人口性别比数据的说法正确的是	1	0	0	0	0	1
19889-1	出生人口性别比，是每出生百名女婴相对的出生男婴数，联合国明确认定了出生性别比的通常值域为102-107之间，其他值域则被视为异常。我国部分年份出生人口性别比数据，完成小题。我国目前的这种出生人口性别比造成的影响包括①“剩男现象逐渐加重②女性择偶标准降低③“老夫少妻现象愈发明显④不会引发社会问题跨国婚姻可能增多	0	0	1	0	0	0
19970-0	今年某校兴趣小组收集到的安徽省4个酸雨观测站某月降水状况及酸雨监测数据。据此下列各题。据表中信息说出该月降水出现酸雨频率最高的城市是	1	0	0	0	0	0
20062-0	某地区城镇人口与乡村人口数量变化统计图。完成下列各题。有关该地图示时期城市人口与发展状况，叙述正确的是	0	1	0	1	0	1
20087-0	中国日本和韩国人口负担系数百年比较图，下列各题国际上一般把人口负担系数≤50%的时期称为人口机会窗口期，据图，中国人口机会窗口达到顶点的时间为	1	0	0	0	0	0
20101-0	某地地质灾害成灾频次示意图”（），下列各题。关于该地地理特征的叙述，可能的是①地形崎岖②全年降水丰富③地表基岩广布④地表岩石破碎，松散碎屑物多	1	0	0	0	1	0
50121-0	图8是我国人口相关数据统计图数据来源：国家统计局官网）。出生人口性别比为每出生100名女婴相对应的出生男婴数。，第1718题。洋流	0	0	0	1	0	1
50410-0	图11为某地区人口年龄结构示意图，图中abc分别表示1930年1970年2010年的人口年龄结构状况。完成2324题。该山南坡比北坡垂直自然带显著的主要原因是南坡	0	0	0	1	0	0
50415-0	图16为2010年我国部分省级行政区的单位面积煤炭消耗量，完成3435题。P过程中最有可能出现的环境问题是	1	0	0	1	0	0
50470-0	2014年，北京市常住人口出生率为9.75‰。图4为北京市2011-2014年人口变化示意图。，第6题。2011-2014年北京市①常住外来人口减缓了人口老龄化程度②常住人口增加反映出环境承载力增大③常住外来人口增速变化大于常住人口增速变化④常住人口增长特点为高出生率低自然增长率	0	0	0	1	0	1
50518-0	，问题。新疆十年来常住人口指实际居住在当地半年以上的人口数量增多，其原因是	0	1	0	0	1	0
50698-0	我国某贫困乡镇的产业结构畸形，农民收入来源单一，主要依靠种植业。图5是该乡镇2003-2012年的年降水量的变化图。，第9-11题。图4中水渠的作用主要有①灌溉②排水③防霜冻④水运	0	0	0	1	0	1
50698-1	我国某贫困乡镇的产业结构畸形，农民收入来源单一，主要依靠种植业。图5是该乡镇2003-2012年的年降水量的变化图。，第9-11题。该贫困乡镇最可能位于	0	0	0	1	0	1
51139-0	图2是世界各国城市人口比重与人均国民生产总值关系图。3-4题由图1得出的推断，正确的是	0	0	0	1	0	1
51147-0	1，结合所学知识1-2题。夜晚，学生们宿营最为安全的地点是	0	0	0	1	1	0
51208-0	图7为我国某河流中游水文观测站多年月平均降水量径流量输沙量变化图”。14-16题该流域	0	0	0	0	1	0
51313-0	图4是某地气温降水潜水水位潜水面海拔年内变化图。8-9题。虚线范围内的地势特征，从图中可推测出的是	0	0	0	1	1	0
51461-0	图8是1990-2010B年.我国能源消费与CGDP增长变化图。促进该市产业结构进一步升级的措施是\n①逐渐将纺织服装企业向内地转移②农林牧渔业全面发展\n③大量引进国外化工机械项目④加快发展第三产业	0	0	0	1	0	0
