guid	table_name	background	question	choice_A	choice_B	choice_C	choice_D	answer	gold	sentences
guid_464-1	某城市积水内涝次数的季节变化图	下图是“某城市积水内涝次数的季节变化图”。	为防止城市积水内涝发生，该市可采取的有效措施有（）	①②	①③	②③	②④	D	6、8、9月份城市内涝次数最多。而7月份内涝次数少。	对于次数次当月份为6月次数取得最大值11次&对于次数次当月份为3月次数取得最小值0次&对于次数次次数在区间3月到6月之间增加&对于次数次次数在区间6月到12月之间减小&对于次数次，在9月到10月之间，次数减少较快&对于次数次当月份为1月次数次数次为0次&对于次数次当月份为2月次数次数次为0次&对于次数次当月份为3月次数次数次为0次&对于次数次当月份为4月次数次数次为1次&对于次数次，在1月到2月之间，次数大于0次&对于次数次，在4月到12月之间，次数大于0次&对于次数次，在5月到10月之间，次数大于1次&对于次数次，在1月到4月之间，次数小于1次&对于次数次，在11月到12月之间，次数小于1次&对于次数次，在5月到9月之间，次数大于2次&对于次数次，在1月到4月之间，次数小于2次&对于次数次，在10月到12月之间，次数小于2次&对于次数次，在6月到9月之间，次数大于3次&对于次数次，在1月到5月之间，次数小于3次&对于次数次，在10月到12月之间，次数小于3次&对于次数次，在6月到9月之间，次数大于4次&对于次数次，在1月到5月之间，次数小于4次&对于次数次，在10月到12月之间，次数小于4次&对于次数次，在6月到9月之间，次数较大&对于次数次，在1月到5月之间，次数较小&对于次数次，在9月到12月之间，次数较小&次数次整体上先增加后减小
guid_135-0	城市人口比重变化图	读下图，结合所学知识回答问题。	正确反映我国城市化水平变化的曲线是	甲	乙	丙	丁	D	甲、乙、丙、丁依次减小。乙和丁的增长速度较快。	对于甲当年份为2003年城市人口比重取得最大值74.81%&对于乙当年份为2005年城市人口比重取得最大值70.38%&对于丙当年份为2005年城市人口比重取得最大值47.89%&对于丁当年份为2005年城市人口比重取得最大值43.46%&对于甲当年份为1990年城市人口比重取得最小值64.59%&对于乙当年份为1990年城市人口比重取得最小值51.30%&对于丙当年份为1990年城市人口比重取得最小值41.41%&对于丁当年份为1990年城市人口比重取得最小值26.07%&对于甲城市人口比重在区间1990年到2000年之间增加&对于甲城市人口比重在区间2001年到2003年之间增加&对于乙城市人口比重在区间1990年到2005年之间增加&对于丙城市人口比重在区间1990年到2005年之间增加&对于丁城市人口比重在区间1990年到2005年之间增加&对于甲，在1993年到1994年之间，城市人口比重增长较快&对于甲，在1998年到1999年之间，城市人口比重增长较快&对于乙，在1997年到2000年之间，城市人口比重增长较快&对于丙，在1994年到1996年之间，城市人口比重增长较快&对于丁，在1996年到1997年之间，城市人口比重增长较快&对于丁，在1999年到2004年之间，城市人口比重增长较快&对于甲城市人口比重在区间2003年到2005年之间减小&对于甲，在2003年到2004年之间，城市人口比重减少较快&对于甲整体上，城市人口比重大于0%&对于乙整体上，城市人口比重大于0%&对于丙整体上，城市人口比重大于0%&对于丁整体上，城市人口比重大于0%&对于甲整体上，城市人口比重大于1%&对于乙整体上，城市人口比重大于1%&对于丙整体上，城市人口比重大于1%&对于丁整体上，城市人口比重大于1%&对于甲整体上，城市人口比重大于2%&对于乙整体上，城市人口比重大于2%&对于丙整体上，城市人口比重大于2%&对于丁整体上，城市人口比重大于2%&对于甲整体上，城市人口比重大于3%&对于乙整体上，城市人口比重大于3%&对于丙整体上，城市人口比重大于3%&对于丁整体上，城市人口比重大于3%&对于甲整体上，城市人口比重大于4%&对于乙整体上，城市人口比重大于4%&对于丙整体上，城市人口比重大于4%&对于丁整体上，城市人口比重大于4%&在1990年到2005年之间甲城市人口比重大于乙&在1990年到2005年之间甲城市人口比重大于丙&在1990年到2005年之间甲城市人口比重大于丁&在1990年到2005年之间乙城市人口比重大于丙&在1990年到2005年之间乙城市人口比重大于丁&在1990年到2005年之间丙城市人口比重大于丁&甲最多&丁最少&对于甲，在1997年到2005年之间，城市人口比重较大&对于乙，在1999年到2005年之间，城市人口比重较大&对于丙，在1997年到2005年之间，城市人口比重较大&对于丁，在1999年到2005年之间，城市人口比重较大&对于甲，在1990年到1996年之间，城市人口比重较小&对于乙，在1990年到1998年之间，城市人口比重较小&对于丙，在1990年到1996年之间，城市人口比重较小&对于丁，在1990年到1998年之间，城市人口比重较小&整体上，甲变化不大&甲整体上波动上升&乙整体上逐渐增大&整体上，丙变化不大&丙整体上逐渐增大&丁整体上逐渐增大
guid_135-1	城市人口比重变化图	读下图，结合所学知识回答问题。	在图示期间，与美国相比，我国	城市人口数较少	城市人口数增长率较低	城市人口比重较低	城市人口比重增长率较低	C	甲、乙、丙、丁依次减小。乙和丁的增长速度较快。	对于甲当年份为2003年城市人口比重取得最大值74.81%&对于乙当年份为2005年城市人口比重取得最大值70.38%&对于丙当年份为2005年城市人口比重取得最大值47.89%&对于丁当年份为2005年城市人口比重取得最大值43.46%&对于甲当年份为1990年城市人口比重取得最小值64.59%&对于乙当年份为1990年城市人口比重取得最小值51.30%&对于丙当年份为1990年城市人口比重取得最小值41.41%&对于丁当年份为1990年城市人口比重取得最小值26.07%&对于甲城市人口比重在区间1990年到2000年之间增加&对于甲城市人口比重在区间2001年到2003年之间增加&对于乙城市人口比重在区间1990年到2005年之间增加&对于丙城市人口比重在区间1990年到2005年之间增加&对于丁城市人口比重在区间1990年到2005年之间增加&对于甲，在1993年到1994年之间，城市人口比重增长较快&对于甲，在1998年到1999年之间，城市人口比重增长较快&对于乙，在1997年到2000年之间，城市人口比重增长较快&对于丙，在1994年到1996年之间，城市人口比重增长较快&对于丁，在1996年到1997年之间，城市人口比重增长较快&对于丁，在1999年到2004年之间，城市人口比重增长较快&对于甲城市人口比重在区间2003年到2005年之间减小&对于甲，在2003年到2004年之间，城市人口比重减少较快&对于甲整体上，城市人口比重大于0%&对于乙整体上，城市人口比重大于0%&对于丙整体上，城市人口比重大于0%&对于丁整体上，城市人口比重大于0%&对于甲整体上，城市人口比重大于1%&对于乙整体上，城市人口比重大于1%&对于丙整体上，城市人口比重大于1%&对于丁整体上，城市人口比重大于1%&对于甲整体上，城市人口比重大于2%&对于乙整体上，城市人口比重大于2%&对于丙整体上，城市人口比重大于2%&对于丁整体上，城市人口比重大于2%&对于甲整体上，城市人口比重大于3%&对于乙整体上，城市人口比重大于3%&对于丙整体上，城市人口比重大于3%&对于丁整体上，城市人口比重大于3%&对于甲整体上，城市人口比重大于4%&对于乙整体上，城市人口比重大于4%&对于丙整体上，城市人口比重大于4%&对于丁整体上，城市人口比重大于4%&在1990年到2005年之间甲城市人口比重大于乙&在1990年到2005年之间甲城市人口比重大于丙&在1990年到2005年之间甲城市人口比重大于丁&在1990年到2005年之间乙城市人口比重大于丙&在1990年到2005年之间乙城市人口比重大于丁&在1990年到2005年之间丙城市人口比重大于丁&甲最多&丁最少&对于甲，在1997年到2005年之间，城市人口比重较大&对于乙，在1999年到2005年之间，城市人口比重较大&对于丙，在1997年到2005年之间，城市人口比重较大&对于丁，在1999年到2005年之间，城市人口比重较大&对于甲，在1990年到1996年之间，城市人口比重较小&对于乙，在1990年到1998年之间，城市人口比重较小&对于丙，在1990年到1996年之间，城市人口比重较小&对于丁，在1990年到1998年之间，城市人口比重较小&整体上，甲变化不大&甲整体上波动上升&乙整体上逐渐增大&整体上，丙变化不大&丙整体上逐渐增大&丁整体上逐渐增大
guid_546-0	某城市不同时期人口密度变化曲线	下图为某城市不同时期人口密度变化曲线。读图回答下列各题。	下列对图中四条曲线的排序，能正确反映城市化进程一般规律的是（）	①②③④	③①②④	②①④③	④③②①	D	在0-3千米，④的人口密度最大。④下降最快。③在6-24千米大于④，小于①和②。②在6-24千米出大于③和④，小于①。①先上升后下降，在6-24千米处最大。	对于①当距离为6千米人口密度取得最大值12千人/平方千米&对于②当距离为0千米人口密度取得最大值11千人/平方千米&对于③当距离为0千米人口密度取得最大值12千人/平方千米&对于④当距离为0千米人口密度取得最大值15千人/平方千米&对于①当距离为18千米人口密度取得最小值5千人/平方千米&对于②当距离为21千米人口密度取得最小值3千人/平方千米&对于③当距离为15千米人口密度取得最小值2千人/平方千米&对于④当距离为18千米人口密度取得最小值1千人/平方千米&对于①人口密度在区间0千米到6千米之间增加&对于①人口密度在区间18千米到24千米之间增加&对于③人口密度在区间15千米到24千米之间增加&对于④人口密度在区间18千米到24千米之间增加&对于①，在0千米到3千米之间，人口密度增长较快&对于①，在21千米到24千米之间，人口密度增长较快&对于④，在21千米到24千米之间，人口密度增长较快&对于①人口密度在区间6千米到15千米之间减小&对于②人口密度在区间0千米到18千米之间减小&对于③人口密度在区间0千米到12千米之间减小&对于④人口密度在区间0千米到15千米之间减小&对于①，在9千米到15千米之间，人口密度减少较快&对于②，在9千米到15千米之间，人口密度减少较快&对于③，在6千米到12千米之间，人口密度减少较快&对于④，在0千米到6千米之间，人口密度减少较快&对于①，在9千米到15千米之间，人口密度减少较慢&对于②，在9千米到18千米之间，人口密度减少较慢&对于③，在12千米到24千米之间，人口密度减少较慢&对于④，在6千米到24千米之间，人口密度减少较慢&对于①当距离为3千米人口密度①为11千人/平方千米&对于②当距离为3千米人口密度②为11千人/平方千米&对于①整体上，人口密度大于0千人/平方千米&对于②整体上，人口密度大于0千人/平方千米&对于③整体上，人口密度大于0千人/平方千米&对于④整体上，人口密度大于0千人/平方千米&对于①整体上，人口密度大于1千人/平方千米&对于①整体上，人口密度大于2千人/平方千米&对于①整体上，人口密度大于3千人/平方千米&对于①整体上，人口密度大于4千人/平方千米&对于②整体上，人口密度大于1千人/平方千米&对于②整体上，人口密度大于2千人/平方千米&对于②整体上，人口密度大于3千人/平方千米&对于②，在0千米到15千米之间，人口密度大于4千人/平方千米&对于②，在18千米到24千米之间，人口密度小于4千人/平方千米&对于③整体上，人口密度大于1千人/平方千米&对于③，在0千米到12千米之间，人口密度大于2千人/平方千米&对于③，在21千米到24千米之间，人口密度大于2千人/平方千米&对于③，在15千米到18千米之间，人口密度小于2千人/平方千米&对于③，在0千米到9千米之间，人口密度大于3千人/平方千米&对于③，在12千米到24千米之间，人口密度小于3千人/平方千米&对于③，在0千米到9千米之间，人口密度大于4千人/平方千米&对于③，在12千米到24千米之间，人口密度小于4千人/平方千米&对于④，在0千米到15千米之间，人口密度大于1千人/平方千米&对于④，在15千米到24千米之间，人口密度小于1千人/平方千米&对于④，在0千米到9千米之间，人口密度大于2千人/平方千米&对于④，在9千米到24千米之间，人口密度小于2千人/平方千米&对于④，在0千米到6千米之间，人口密度大于3千人/平方千米&对于④，在9千米到24千米之间，人口密度小于3千人/平方千米&对于④，在0千米到6千米之间，人口密度大于4千人/平方千米&对于④，在9千米到24千米之间，人口密度小于4千人/平方千米&在区间6千米到24千米之间，①的值大于②&在区间6千米到24千米之间，①的值大于③&在区间3千米到24千米之间，①的值大于④&在区间9千米到24千米之间，②的值大于③&在区间0千米到6千米之间，②的值小于③&在区间3千米到24千米之间，②的值大于④&在区间3千米到24千米之间，③的值大于④&对于①，在0千米到12千米之间，人口密度较大&对于②，在0千米到9千米之间，人口密度较大&对于③，在0千米到9千米之间，人口密度较大&对于④，在0千米到6千米之间，人口密度较大&对于①，在12千米到24千米之间，人口密度较小&对于②，在9千米到24千米之间，人口密度较小&对于③，在9千米到24千米之间，人口密度较小&对于④，在6千米到24千米之间，人口密度较小&①整体上波动下降&②整体上先减小后增大&③整体上先减小后增大&④整体上先减小后增大
guid_546-1	某城市不同时期人口密度变化曲线	下图为某城市不同时期人口密度变化曲线。读图回答下列各题。	据图推断，随着城市化的发展（）	城市空间结构分化明显	人口不断向市中心集中	城市人口数量持续减少	土地利用强度总体减弱	A	在0-3千米，④的人口密度最大。④下降最快。③在6-24千米大于④，小于①和②。②在6-24千米出大于③和④，小于①。①先上升后下降，在6-24千米处最大。	对于①当距离为6千米人口密度取得最大值12千人/平方千米&对于②当距离为0千米人口密度取得最大值11千人/平方千米&对于③当距离为0千米人口密度取得最大值12千人/平方千米&对于④当距离为0千米人口密度取得最大值15千人/平方千米&对于①当距离为18千米人口密度取得最小值5千人/平方千米&对于②当距离为21千米人口密度取得最小值3千人/平方千米&对于③当距离为15千米人口密度取得最小值2千人/平方千米&对于④当距离为18千米人口密度取得最小值1千人/平方千米&对于①人口密度在区间0千米到6千米之间增加&对于①人口密度在区间18千米到24千米之间增加&对于③人口密度在区间15千米到24千米之间增加&对于④人口密度在区间18千米到24千米之间增加&对于①，在0千米到3千米之间，人口密度增长较快&对于①，在21千米到24千米之间，人口密度增长较快&对于④，在21千米到24千米之间，人口密度增长较快&对于①人口密度在区间6千米到15千米之间减小&对于②人口密度在区间0千米到18千米之间减小&对于③人口密度在区间0千米到12千米之间减小&对于④人口密度在区间0千米到15千米之间减小&对于①，在9千米到15千米之间，人口密度减少较快&对于②，在9千米到15千米之间，人口密度减少较快&对于③，在6千米到12千米之间，人口密度减少较快&对于④，在0千米到6千米之间，人口密度减少较快&对于①，在9千米到15千米之间，人口密度减少较慢&对于②，在9千米到18千米之间，人口密度减少较慢&对于③，在12千米到24千米之间，人口密度减少较慢&对于④，在6千米到24千米之间，人口密度减少较慢&对于①当距离为3千米人口密度①为11千人/平方千米&对于②当距离为3千米人口密度②为11千人/平方千米&对于①整体上，人口密度大于0千人/平方千米&对于②整体上，人口密度大于0千人/平方千米&对于③整体上，人口密度大于0千人/平方千米&对于④整体上，人口密度大于0千人/平方千米&对于①整体上，人口密度大于1千人/平方千米&对于①整体上，人口密度大于2千人/平方千米&对于①整体上，人口密度大于3千人/平方千米&对于①整体上，人口密度大于4千人/平方千米&对于②整体上，人口密度大于1千人/平方千米&对于②整体上，人口密度大于2千人/平方千米&对于②整体上，人口密度大于3千人/平方千米&对于②，在0千米到15千米之间，人口密度大于4千人/平方千米&对于②，在18千米到24千米之间，人口密度小于4千人/平方千米&对于③整体上，人口密度大于1千人/平方千米&对于③，在0千米到12千米之间，人口密度大于2千人/平方千米&对于③，在21千米到24千米之间，人口密度大于2千人/平方千米&对于③，在15千米到18千米之间，人口密度小于2千人/平方千米&对于③，在0千米到9千米之间，人口密度大于3千人/平方千米&对于③，在12千米到24千米之间，人口密度小于3千人/平方千米&对于③，在0千米到9千米之间，人口密度大于4千人/平方千米&对于③，在12千米到24千米之间，人口密度小于4千人/平方千米&对于④，在0千米到15千米之间，人口密度大于1千人/平方千米&对于④，在15千米到24千米之间，人口密度小于1千人/平方千米&对于④，在0千米到9千米之间，人口密度大于2千人/平方千米&对于④，在9千米到24千米之间，人口密度小于2千人/平方千米&对于④，在0千米到6千米之间，人口密度大于3千人/平方千米&对于④，在9千米到24千米之间，人口密度小于3千人/平方千米&对于④，在0千米到6千米之间，人口密度大于4千人/平方千米&对于④，在9千米到24千米之间，人口密度小于4千人/平方千米&在区间6千米到24千米之间，①的值大于②&在区间6千米到24千米之间，①的值大于③&在区间3千米到24千米之间，①的值大于④&在区间9千米到24千米之间，②的值大于③&在区间0千米到6千米之间，②的值小于③&在区间3千米到24千米之间，②的值大于④&在区间3千米到24千米之间，③的值大于④&对于①，在0千米到12千米之间，人口密度较大&对于②，在0千米到9千米之间，人口密度较大&对于③，在0千米到9千米之间，人口密度较大&对于④，在0千米到6千米之间，人口密度较大&对于①，在12千米到24千米之间，人口密度较小&对于②，在9千米到24千米之间，人口密度较小&对于③，在9千米到24千米之间，人口密度较小&对于④，在6千米到24千米之间，人口密度较小&①整体上波动下降&②整体上先减小后增大&③整体上先减小后增大&④整体上先减小后增大
guid_298-0	中国城市人口比重时间变化曲线图	读“中国城市人口比重时间变化曲线图”，完成下列小题。	改革开放以来，我国城市化发展速度最快的是（）	1980年前后	1990年前后	2000年前后	2005年前后	C	城市人口比重逐年上升。在1995-2000年增加较快。	对于城市人口比重%当年份为2010年城市人口比重取得最大值46.28%&对于城市人口比重%当年份为1980年城市人口比重取得最小值18.76%&对于城市人口比重%城市人口比重在区间1980年到2010年之间增加&对于城市人口比重%，在1995年到2004年之间，城市人口比重增长较快&对于城市人口比重%整体上，城市人口比重大于0%&对于城市人口比重%整体上，城市人口比重大于1%&对于城市人口比重%整体上，城市人口比重大于2%&对于城市人口比重%整体上，城市人口比重大于3%&对于城市人口比重%整体上，城市人口比重大于4%&对于城市人口比重%，在1999年到2010年之间，城市人口比重较大&对于城市人口比重%，在1980年到1995年之间，城市人口比重较小&城市人口比重%整体上逐渐增大
guid_298-1	中国城市人口比重时间变化曲线图	读“中国城市人口比重时间变化曲线图”，完成下列小题。	下列有关我国城市化的叙述，正确的是（）	我国已进入城市化成熟阶段	东部地区城市化水平高于西部地区	城市化速度取决于城市规模的大小	资源不足是制约城市化进程的主要原因	B	城市人口比重逐年上升。在1995-2000年增加较快。	对于城市人口比重%当年份为2010年城市人口比重取得最大值46.28%&对于城市人口比重%当年份为1980年城市人口比重取得最小值18.76%&对于城市人口比重%城市人口比重在区间1980年到2010年之间增加&对于城市人口比重%，在1995年到2004年之间，城市人口比重增长较快&对于城市人口比重%整体上，城市人口比重大于0%&对于城市人口比重%整体上，城市人口比重大于1%&对于城市人口比重%整体上，城市人口比重大于2%&对于城市人口比重%整体上，城市人口比重大于3%&对于城市人口比重%整体上，城市人口比重大于4%&对于城市人口比重%，在1999年到2010年之间，城市人口比重较大&对于城市人口比重%，在1980年到1995年之间，城市人口比重较小&城市人口比重%整体上逐渐增大
guid_473-0	北京市人口城市化水平和综合城市化水平趋势比较	综合城市化水平是从经济、产业结构、人口、生活方式、城镇基础设施水平等方面考虑的更能反映城市化内涵的一项综合指标。1978--2008年，北京市城镇人口增加了960．1万人，其中北京郊区乡村人口只占全市城镇人口增加数的l4．23％。下图示意北京市人口城市化水平和综合城市化水平趋势比较。据此完成下列各题。	北京市城市化表现出的特点是（）	人口城市化与综合城市化速度基本同步发展	人口城市化水平与综合城市化水平差距持续减小	1989年后人口城市化速度急剧加快	人口城市化和综合城市化发展趋向协调	D	人口城市化水平与综合城市化水平差距呈波动减小。	对于人口城市化当年份为2007年城市化比率取得最大值84.78%&对于综合城市化当年份为2007年城市化比率取得最大值83.20%&对于人口城市化当年份为1977年城市化比率取得最小值56.32%&对于综合城市化当年份为1977年城市化比率取得最小值15.22%&对于人口城市化城市化比率在区间1977年到1982年之间增加&对于人口城市化城市化比率在区间1983年到1996年之间增加&对于人口城市化城市化比率在区间1997年到2007年之间增加&对于综合城市化城市化比率在区间1977年到2007年之间增加&对于人口城市化，在1989年到1990年之间，城市化比率增长较快&对于人口城市化，在2003年到2004年之间，城市化比率增长较快&对于综合城市化，在1996年到2007年之间，城市化比率增长较快&对于人口城市化，在1998年到1999年之间，城市化比率减少较快&对于人口城市化当年份为1978年城市化比率人口城市化为58.69%&对于人口城市化当年份为2005年城市化比率人口城市化为83.99%&对于综合城市化当年份为1978年城市化比率综合城市化为15.22%&对于综合城市化当年份为2005年城市化比率综合城市化为72.92%&对于人口城市化整体上，城市化比率大于1%&对于人口城市化整体上，城市化比率大于4%&对于人口城市化整体上，城市化比率大于23%&对于人口城市化整体上，城市化比率大于0%&对于人口城市化整体上，城市化比率大于2%&对于人口城市化整体上，城市化比率大于3%&对于综合城市化整体上，城市化比率大于1%&对于综合城市化整体上，城市化比率大于4%&对于综合城市化，在1988年到2007年之间，城市化比率大于23%&对于综合城市化，在1977年到1986年之间，城市化比率小于23%&对于综合城市化整体上，城市化比率大于0%&对于综合城市化整体上，城市化比率大于2%&对于综合城市化整体上，城市化比率大于3%&在区间1977年到2007年之间，人口城市化的值大于综合城市化&对于人口城市化，在1990年到2007年之间，城市化比率较大&对于综合城市化，在1997年到2007年之间，城市化比率较大&对于人口城市化，在1977年到1989年之间，城市化比率较小&对于综合城市化，在1977年到1996年之间，城市化比率较小&人口城市化整体上波动上升&综合城市化整体上逐渐增大
guid_473-1	北京市人口城市化水平和综合城市化水平趋势比较	综合城市化水平是从经济、产业结构、人口、生活方式、城镇基础设施水平等方面考虑的更能反映城市化内涵的一项综合指标。1978--2008年，北京市城镇人口增加了960．1万人，其中北京郊区乡村人口只占全市城镇人口增加数的l4．23％。下图示意北京市人口城市化水平和综合城市化水平趋势比较。据此完成下列各题。	1978—2008年，北京城市化过程所暴露的问题有（）	①②	②③	③④	①④	C	人口城市化水平与综合城市化水平差距呈波动减小。	对于人口城市化当年份为2007年城市化比率取得最大值84.78%&对于综合城市化当年份为2007年城市化比率取得最大值83.20%&对于人口城市化当年份为1977年城市化比率取得最小值56.32%&对于综合城市化当年份为1977年城市化比率取得最小值15.22%&对于人口城市化城市化比率在区间1977年到1982年之间增加&对于人口城市化城市化比率在区间1983年到1996年之间增加&对于人口城市化城市化比率在区间1997年到2007年之间增加&对于综合城市化城市化比率在区间1977年到2007年之间增加&对于人口城市化，在1989年到1990年之间，城市化比率增长较快&对于人口城市化，在2003年到2004年之间，城市化比率增长较快&对于综合城市化，在1996年到2007年之间，城市化比率增长较快&对于人口城市化，在1998年到1999年之间，城市化比率减少较快&对于人口城市化当年份为1978年城市化比率人口城市化为58.69%&对于人口城市化当年份为2005年城市化比率人口城市化为83.99%&对于综合城市化当年份为1978年城市化比率综合城市化为15.22%&对于综合城市化当年份为2005年城市化比率综合城市化为72.92%&对于人口城市化整体上，城市化比率大于1%&对于人口城市化整体上，城市化比率大于4%&对于人口城市化整体上，城市化比率大于23%&对于人口城市化整体上，城市化比率大于0%&对于人口城市化整体上，城市化比率大于2%&对于人口城市化整体上，城市化比率大于3%&对于综合城市化整体上，城市化比率大于1%&对于综合城市化整体上，城市化比率大于4%&对于综合城市化，在1988年到2007年之间，城市化比率大于23%&对于综合城市化，在1977年到1986年之间，城市化比率小于23%&对于综合城市化整体上，城市化比率大于0%&对于综合城市化整体上，城市化比率大于2%&对于综合城市化整体上，城市化比率大于3%&在区间1977年到2007年之间，人口城市化的值大于综合城市化&对于人口城市化，在1990年到2007年之间，城市化比率较大&对于综合城市化，在1997年到2007年之间，城市化比率较大&对于人口城市化，在1977年到1989年之间，城市化比率较小&对于综合城市化，在1977年到1996年之间，城市化比率较小&人口城市化整体上波动上升&综合城市化整体上逐渐增大
guid_89-0	我国1982～2007年土地城市化和人口城市化对比关系图	读“我国1982～2007年土地城市化和人口城市化对比关系图”，回答下列问题。	1982～2007年，我国	城市人口正逐渐减少	土地城市化与人口城市化变化趋势相反	城市化水平增速缓慢	总体看，城市面积增幅大于城市人口增幅	D	1982-2007年城市面积增长率和城市人口增长率都大于0。	对于城市面积当年份为1984年年增长率取得最大值13.32%&对于城市人口当年份为1984年年增长率取得最大值7.87%&对于城市面积当年份为1999年年增长率取得最小值0.72%&对于城市人口当年份为1990年年增长率取得最小值2.21%&对于城市面积年增长率在区间1989年到1991年之间增加&对于城市面积年增长率在区间1999年到2003年之间增加&对于城市人口年增长率在区间1994年到1996年之间增加&对于城市人口，在1995年到1996年之间，年增长率增长较快&对于城市面积年增长率在区间1982年到1988年之间减小&对于城市面积年增长率在区间1991年到1998年之间减小&对于城市面积年增长率在区间2003年到2007年之间减小&对于城市人口年增长率在区间1982年到1993年之间减小&对于城市人口年增长率在区间1996年到2007年之间减小&对于城市面积，在1984年到1985年之间，年增长率减少较快&对于城市面积，在1988年到1989年之间，年增长率减少较快&对于城市面积，在1994年到1996年之间，年增长率减少较快&对于城市面积，在2005年到2006年之间，年增长率减少较快&对于城市人口，在1984年到1985年之间，年增长率减少较快&对于城市人口，在1987年到1989年之间，年增长率减少较快&对于城市人口，在1992年到1994年之间，年增长率减少较快&对于城市人口，在1997年到2001年之间，年增长率减少较快&对于城市人口，在2005年到2006年之间，年增长率减少较快&对于城市面积，在1982年到1984年之间，年增长率减少较慢&对于城市面积当年份为1982年年增长率城市面积为5.75%&对于城市人口当年份为1982年年增长率城市人口为6.53%&对于城市面积当年份为2007年年增长率城市面积为5.46%&对于城市人口当年份为2007年年增长率城市人口为2.92%&对于城市面积整体上，年增长率大于0%&对于城市人口整体上，年增长率大于0%&对于城市面积，在1982年到1998年之间，年增长率大于1%&对于城市面积，在2000年到2007年之间，年增长率大于1%&对于城市人口整体上，年增长率大于1%&对于城市面积，在1982年到1984年之间，年增长率大于2%&对于城市面积，在1986年到1998年之间，年增长率大于2%&对于城市面积，在2000年到2007年之间，年增长率大于2%&对于城市人口整体上，年增长率大于2%&对于城市面积，在1982年到1984年之间，年增长率大于3%&对于城市面积，在1986年到1996年之间，年增长率大于3%&对于城市面积，在2000年到2007年之间，年增长率大于3%&对于城市面积，在1997年到1999年之间，年增长率小于3%&对于城市人口，在1982年到1989年之间，年增长率大于3%&对于城市人口，在1991年到1993年之间，年增长率大于3%&对于城市人口，在1996年到2005年之间，年增长率大于3%&对于城市人口，在1994年到1995年之间，年增长率小于3%&对于城市人口，在2006年到2007年之间，年增长率小于3%&对于城市面积，在1986年到1988年之间，年增长率大于4%&对于城市面积，在1991年到1996年之间，年增长率大于4%&对于城市面积，在2000年到2005年之间，年增长率大于4%&对于城市面积，在1989年到1990年之间，年增长率小于4%&对于城市面积，在1997年到1999年之间，年增长率小于4%&对于城市人口，在1984年到1987年之间，年增长率大于4%&对于城市人口，在1996年到2003年之间，年增长率大于4%&对于城市人口，在1988年到1995年之间，年增长率小于4%&对于城市人口，在2004年到2007年之间，年增长率小于4%&在1983年到1985年之间城市面积年增长率大于城市人口&在1986年到1996年之间城市面积年增长率大于城市人口&在2001年到2007年之间城市面积年增长率大于城市人口&在1983年到1983年之间城市面积年增长率大于城市人口&在1996年到2000年之间城市面积年增长率小于城市人口&在1983年到2007年之间城市面积年增长率小于城市人口&对于城市面积，在1984年，年增长率较大&对于城市面积，在1986年到1988年之间，年增长率较大&对于城市面积，在1991年到1995年之间，年增长率较大&对于城市面积，在2001年到2005年之间，年增长率较大&对于城市人口，在1982年，年增长率较大&对于城市人口，在1984年到1987年之间，年增长率较大&对于城市人口，在1996年到2003年之间，年增长率较大&对于城市面积，在1988年到1990年之间，年增长率较小&对于城市面积，在1995年到2000年之间，年增长率较小&对于城市面积，在2005年到2007年之间，年增长率较小&对于城市人口，在1987年到1995年之间，年增长率较小&对于城市人口，在2003年到2007年之间，年增长率较小&城市面积整体上波动下降&城市人口整体上波动下降
